,contract_date,date,futures_id,price,volume
0,202505,2025-05-10 00:00:00,TX,20807.0,2
1,202505,2025-05-10 00:00:00,TX,20807.0,2
2,202505,2025-05-10 00:00:00,TX,20805.0,2
3,202505,2025-05-10 00:00:01,TX,20806.0,4
4,202505,2025-05-10 00:00:01,TX,20807.0,6
5,202505,2025-05-10 00:00:08,TX,20804.0,2
6,202505,2025-05-10 00:00:10,TX,20805.0,2
7,202505,2025-05-10 00:00:11,TX,20805.0,2
8,202505,2025-05-10 00:00:12,TX,20804.0,2
9,202505,2025-05-10 00:00:13,TX,20803.0,2
10,202505,2025-05-10 00:00:15,TX,20804.0,2
11,202505,2025-05-10 00:00:17,TX,20804.0,2
12,202505,2025-05-10 00:00:20,TX,20803.0,2
13,202505,2025-05-10 00:00:21,TX,20804.0,2
14,202505,2025-05-10 00:00:22,TX,20802.0,4
15,202505,2025-05-10 00:00:23,TX,20802.0,2
16,202505,2025-05-10 00:00:23,TX,20802.0,2
17,202505,2025-05-10 00:00:23,TX,20801.0,4
18,202505,2025-05-10 00:00:25,TX,20802.0,2
19,202505,2025-05-10 00:00:25,TX,20802.0,2
20,202505,2025-05-10 00:00:25,TX,20801.0,4
21,202505,2025-05-10 00:00:29,TX,20800.0,2
22,202505,2025-05-10 00:00:29,TX,20800.0,2
23,202505,2025-05-10 00:00:29,TX,20800.0,2
24,202505,2025-05-10 00:00:34,TX,20800.0,8
25,202505,2025-05-10 00:00:42,TX,20800.0,2
26,202505,2025-05-10 00:00:42,TX,20800.0,4
27,202505,2025-05-10 00:00:42,TX,20801.0,2
28,202505,2025-05-10 00:00:42,TX,20801.0,2
29,202505,2025-05-10 00:00:47,TX,20799.0,2
30,202505,2025-05-10 00:00:47,TX,20798.0,2
31,202505,2025-05-10 00:00:47,TX,20798.0,2
32,202505,2025-05-10 00:00:47,TX,20798.0,2
33,202505,2025-05-10 00:01:03,TX,20797.0,2
34,202505,2025-05-10 00:01:03,TX,20797.0,4
35,202505,2025-05-10 00:01:04,TX,20796.0,2
36,202505,2025-05-10 00:01:07,TX,20798.0,4
37,202505,2025-05-10 00:01:09,TX,20799.0,6
38,202505,2025-05-10 00:01:11,TX,20799.0,2
39,202505,2025-05-10 00:01:12,TX,20798.0,2
40,202505,2025-05-10 00:01:24,TX,20798.0,2
41,202505,2025-05-10 00:01:24,TX,20798.0,2
42,202505,2025-05-10 00:01:24,TX,20797.0,2
43,202505,2025-05-10 00:01:25,TX,20796.0,2
44,202505,2025-05-10 00:01:37,TX,20795.0,2
45,202505,2025-05-10 00:01:37,TX,20795.0,2
46,202505,2025-05-10 00:01:37,TX,20795.0,2
47,202505,2025-05-10 00:01:37,TX,20795.0,2
48,202505,2025-05-10 00:01:37,TX,20795.0,2
49,202505,2025-05-10 00:01:37,TX,20794.0,2
50,202505,2025-05-10 00:01:37,TX,20794.0,2
51,202505,2025-05-10 00:01:39,TX,20795.0,2
52,202505,2025-05-10 00:01:39,TX,20796.0,2
53,202505,2025-05-10 00:01:41,TX,20797.0,2
54,202505,2025-05-10 00:01:41,TX,20797.0,2
55,202505,2025-05-10 00:01:44,TX,20799.0,2
56,202505,2025-05-10 00:01:44,TX,20798.0,2
57,202505,2025-05-10 00:01:46,TX,20798.0,2
58,202505,2025-05-10 00:01:52,TX,20798.0,2
59,202505,2025-05-10 00:01:52,TX,20797.0,2
60,202505,2025-05-10 00:01:52,TX,20797.0,2
61,202505,2025-05-10 00:01:55,TX,20799.0,10
62,202505,2025-05-10 00:01:59,TX,20799.0,2
63,202505,2025-05-10 00:02:03,TX,20800.0,2
64,202505,2025-05-10 00:02:04,TX,20798.0,6
65,202505,2025-05-10 00:02:06,TX,20798.0,2
66,202505,2025-05-10 00:02:08,TX,20796.0,2
67,202505,2025-05-10 00:02:17,TX,20798.0,2
68,202505,2025-05-10 00:02:23,TX,20796.0,2
69,202505,2025-05-10 00:02:23,TX,20797.0,2
70,202505,2025-05-10 00:02:24,TX,20795.0,2
71,202505,2025-05-10 00:02:29,TX,20795.0,2
72,202505,2025-05-10 00:02:29,TX,20795.0,2
73,202505,2025-05-10 00:02:29,TX,20795.0,2
74,202505,2025-05-10 00:02:30,TX,20797.0,10
75,202505,2025-05-10 00:02:34,TX,20799.0,2
76,202505,2025-05-10 00:02:35,TX,20796.0,2
77,202505,2025-05-10 00:02:39,TX,20794.0,2
78,202505,2025-05-10 00:02:39,TX,20794.0,2
79,202505,2025-05-10 00:02:39,TX,20794.0,2
80,202505,2025-05-10 00:02:41,TX,20796.0,2
