,contract_date,date,futures_id,price,volume
0,202505,2025-05-02 08:45:00,TX,20488.0,770
1,202505,2025-05-02 08:45:00,TX,20487.0,2
2,202505,2025-05-02 08:45:00,TX,20486.0,2
3,202505,2025-05-02 08:45:00,TX,20485.0,2
4,202505,2025-05-02 08:45:00,TX,20484.0,2
5,202505,2025-05-02 08:45:00,TX,20484.0,2
6,202505,2025-05-02 08:45:00,TX,20484.0,4
7,202505,2025-05-02 08:45:00,TX,20484.0,2
8,202505,2025-05-02 08:45:00,TX,20484.0,2
9,202505,2025-05-02 08:45:00,TX,20483.0,2
10,202505,2025-05-02 08:45:00,TX,20482.0,2
11,202505,2025-05-02 08:45:00,TX,20481.0,2
12,202505,2025-05-02 08:45:00,TX,20481.0,2
13,202505,2025-05-02 08:45:00,TX,20481.0,2
14,202505,2025-05-02 08:45:00,TX,20481.0,2
15,202505,2025-05-02 08:45:00,TX,20488.0,2
16,202505,2025-05-02 08:45:00,TX,20487.0,2
17,202505,2025-05-02 08:45:00,TX,20488.0,2
18,202505,2025-05-02 08:45:00,TX,20481.0,2
19,202505,2025-05-02 08:45:00,TX,20487.0,2
20,202505,2025-05-02 08:45:00,TX,20488.0,2
21,202505,2025-05-02 08:45:00,TX,20489.0,2
22,202505,2025-05-02 08:45:00,TX,20489.0,2
23,202505,2025-05-02 08:45:00,TX,20481.0,2
24,202505,2025-05-02 08:45:00,TX,20481.0,2
25,202505,2025-05-02 08:45:00,TX,20488.0,2
26,202505,2025-05-02 08:45:00,TX,20488.0,2
27,202505,2025-05-02 08:45:00,TX,20481.0,4
28,202505,2025-05-02 08:45:00,TX,20481.0,2
29,202505,2025-05-02 08:45:00,TX,20481.0,2
30,202505,2025-05-02 08:45:00,TX,20481.0,2
31,202505,2025-05-02 08:45:00,TX,20480.0,2
32,202505,2025-05-02 08:45:00,TX,20480.0,2
33,202505,2025-05-02 08:45:00,TX,20488.0,2
34,202505,2025-05-02 08:45:00,TX,20479.0,2
35,202505,2025-05-02 08:45:00,TX,20480.0,4
36,202505,2025-05-02 08:45:00,TX,20480.0,2
37,202505,2025-05-02 08:45:00,TX,20487.0,2
38,202505,2025-05-02 08:45:00,TX,20486.0,2
39,202505,2025-05-02 08:45:00,TX,20485.0,2
40,202505,2025-05-02 08:45:00,TX,20485.0,2
41,202505,2025-05-02 08:45:00,TX,20485.0,2
42,202505,2025-05-02 08:45:00,TX,20487.0,2
43,202505,2025-05-02 08:45:00,TX,20488.0,2
44,202505,2025-05-02 08:45:00,TX,20488.0,2
45,202505,2025-05-02 08:45:00,TX,20488.0,2
46,202505,2025-05-02 08:45:00,TX,20488.0,2
47,202505,2025-05-02 08:45:00,TX,20488.0,2
48,202505,2025-05-02 08:45:00,TX,20488.0,2
49,202505,2025-05-02 08:45:00,TX,20489.0,2
50,202505,2025-05-02 08:45:00,TX,20488.0,2
51,202505,2025-05-02 08:45:00,TX,20480.0,2
52,202505,2025-05-02 08:45:00,TX,20485.0,2
53,202505,2025-05-02 08:45:00,TX,20480.0,2
