,contract_date,date,futures_id,price,volume
0,202505,2025-05-07 00:00:01,TX,20310.0,4
1,202505,2025-05-07 00:00:01,TX,20311.0,2
2,202505,2025-05-07 00:00:01,TX,20312.0,2
3,202505,2025-05-07 00:00:01,TX,20313.0,4
4,202505,2025-05-07 00:00:01,TX,20312.0,2
5,202505,2025-05-07 00:00:01,TX,20312.0,2
6,202505,2025-05-07 00:00:01,TX,20310.0,2
7,202505,2025-05-07 00:00:03,TX,20313.0,2
8,202505,2025-05-07 00:00:03,TX,20313.0,2
9,202505,2025-05-07 00:00:03,TX,20313.0,4
10,202505,2025-05-07 00:00:03,TX,20314.0,2
11,202505,2025-05-07 00:00:03,TX,20314.0,4
12,202505,2025-05-07 00:00:03,TX,20314.0,2
13,202505,2025-05-07 00:00:04,TX,20311.0,2
14,202505,2025-05-07 00:00:04,TX,20312.0,6
15,202505,2025-05-07 00:00:05,TX,20313.0,2
16,202505,2025-05-07 00:00:06,TX,20313.0,4
17,202505,2025-05-07 00:00:06,TX,20313.0,12
18,202505,2025-05-07 00:00:10,TX,20314.0,2
19,202505,2025-05-07 00:00:10,TX,20313.0,2
20,202505,2025-05-07 00:00:10,TX,20313.0,2
21,202505,2025-05-07 00:00:10,TX,20312.0,2
22,202505,2025-05-07 00:00:10,TX,20312.0,2
23,202505,2025-05-07 00:00:10,TX,20312.0,2
24,202505,2025-05-07 00:00:14,TX,20316.0,2
25,202505,2025-05-07 00:00:16,TX,20317.0,10
26,202505,2025-05-07 00:00:23,TX,20316.0,4
27,202505,2025-05-07 00:00:28,TX,20318.0,2
28,202505,2025-05-07 00:00:31,TX,20319.0,2
29,202505,2025-05-07 00:00:31,TX,20319.0,2
30,202505,2025-05-07 00:00:31,TX,20320.0,2
31,202505,2025-05-07 00:00:32,TX,20320.0,2
32,202505,2025-05-07 00:00:32,TX,20320.0,2
33,202505,2025-05-07 00:00:32,TX,20320.0,8
34,202505,2025-05-07 00:00:32,TX,20321.0,2
